company_name,date_of_registration,month_name,state,roc,category,class,company_type,activity_code,activity_description
APPOLLO SPORTS FACILITATIONS PRIVATE LIMITED ,05/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,92419,"Community, personal & Social Services"
ROUGEROAD LOGISTIC SERVICES PRIVATE LIMITED ,05/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
BANARAS VIVAAN EXIM PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,15549,Manufacturing (Food stuffs)
KADAMBAVANCH FARMERS PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
HARVY JEWELS PRIVATE LIMITED  ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,36996,Manufacturing (Others)
USHAGOURI RESEARCH FOUNDATION  ,05/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
INDIRA JYOTI NIDHI LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Public,Non-govt company,65929,Finance
EVERNS TECHNOLOGY (OPC) PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
NATURE TO EARTH KRUSHI VIKAS FARMER PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
FRESKARO ENTERTAINMENT PRIVATE LIMITED  ,05/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,92190,"Community, personal & Social Services"
SNIPES CLOTHING PRIVATE LIMITED  ,05/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
BLACKWING SOFT-TECH PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Subsidiary of Foreign Company,72900,Business Services
MARA CHOWNKA BY GSK WORLD TRAVELS PRIVATE LIMITED ,05/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
SATTYA SOLAR POWER PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,29269,Manufacturing (Machinery & Equipments)
GODIVINEX (OPC) PRIVATE LIMITED  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
RANNIK BUSINESS SERVICES (OPC) PRIVATE LIMITED ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
SPORTYZO PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,92419,"Community, personal & Social Services"
ANNAMALAIYAR MARKETING FARMER PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
AKSHITA SECURITY PRIVATE LIMITED  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,74999,Business Services
DNYANJYOTI WOMEN FARMERS PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
KARUKAKALATHIL ESTATES PRIVATE LIMITED  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,74999,Business Services
VIKVIN BEVERAGES PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,15134,Manufacturing (Food stuffs)
PRAVRIDH TECHNOLOGIES PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
NEVER BEFORE HOLIDAYS PRIVATE LIMITED  ,05/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
NY SOLUTIONS & STRATEGIES PRIVATE LIMITED ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
ACG AUTOMOTIVE PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,50400,Trading
ARAVALLI LOK SAMITI FEDERATION  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
TRELINE ADVISORY PRIVATE LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
BAIDYAPUR WOMEN AGRO PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
ALIS HEALTHCARE PRIVATE LIMITED  ,05/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,33110,Manufacturing (Machinery & Equipments)
DARK HORSE STRATEGY CONSULTING AND RESEARCH PRIVATE LIMITED ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
EIGHTY SEVEN FILM FACTORY PRIVATE LIMITED ,05/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,92100,"Community, personal & Social Services"
EAT HEARTY PRIVATE LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,55101,Trading
NANDANVAIBHAV FARMERS PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
ARCHIN BUILDING SOLUTIONS PRIVATE LIMITED ,05/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,74999,Business Services
SHREE JUGATINATH AGRO PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
ARVEDA MS NUTRICARE PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,52399,Trading
SIWARIYA LOGISTICS PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
OM MOTORS RETAIL PRIVATE LIMITED  ,05/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,50400,Trading
JUMBOTHEAPP PRIVATE LIMITED  ,05/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,74999,Business Services
AIMEE TILES INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,26999,"Manufacturing (Metals & Chemicals, and products thereof)"
GANDTRACK INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,29309,Manufacturing (Machinery & Equipments)
SUPPORT STUDIO TECHNOLOGIES PRIVATE LIMITED ,05/04/21,Apr-21,Pondicherry,RoC-Pondicherry,Company limited by Shares,Private,Non-govt company,72900,Business Services
LML CONSULTING PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Subsidiary of Foreign Company,74999,Business Services
SEEKRUIT INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
JAIPUR RIDERS ASSOCIATION  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,92419,"Community, personal & Social Services"
MUDRAVRIDHI NIDHI LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Public,Non-govt company,65929,Finance
COLLEGESAKHA WEB AND RESEARCH PRIVATE LIMITED ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72502,Business Services
RESOURCES PELLETS CONCENTRATES PRIVATE LIMITED ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,14290,Mining & Quarrying
P S IMPECCABLE PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,51909,Trading
JD EVENTS AND PROMOTIONS PRIVATE LIMITED  ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,74140,Business Services
INDO GENETIC AGRO PRIVATE LIMITED  ,05/04/21,Apr-21,Uttarakhand,RoC-Uttarakhand,Company limited by Shares,Private,Non-govt company,24100,"Manufacturing (Metals & Chemicals, and products thereof)"
DDEV PLASTIC LIMITED  ,05/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Public,Non-govt company,25209,"Manufacturing (Metals & Chemicals, and products thereof)"
WORK INFO SOLUTIONS PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,74999,Business Services
SUMANGAL KRUSHI VIKAS FARMER PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
KCC BETHAMANGALA EXPRESSWAY PRIVATE LIMITED ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,45209,Construction
LIFEX TECHNOLOGIES INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
M Y ORGANICS PRIVATE LIMITED  ,05/04/21,Apr-21,Chattisgarh,RoC-Chhattisgarh,Company limited by Shares,Private,Non-govt company,15140,Manufacturing (Food stuffs)
MERKABA INDUSTRIES PRIVATE LIMITED  ,05/04/21,Apr-21,Assam,RoC-Shillong,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
LUMINTECH INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,72900,Business Services
HIGH LIFE EATABLES PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,51909,Trading
UNITEDCLEANFUELS PRIVATE LIMITED  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,23200,"Manufacturing (Metals & Chemicals, and products thereof)"
SKAD ADVISORY SERVICES PRIVATE LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
HIGHLAND INSTITUTE PRIVATE LIMITED  ,05/04/21,Apr-21,Nagaland,RoC-Shillong,Company limited by Shares,Private,Non-govt company,80904,"Community, personal & Social Services"
SUN VIA SOLAR PRIVATE LIMITED  ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,40106,"Electricity, Gas & Water companies"
FACE MEDIA NETWORKS (OPC) PRIVATE LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private(One Person Company),Non-govt company,22300,"Manufacturing (Paper & Paper products, Publishing, printingand reproduction of recorded media)"
QUEST W TALENT SOLUTIONS PRIVATE LIMITED  ,05/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74910,Business Services
BATTERMORE PRIVATE LIMITED  ,05/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,55209,Trading
ANKSH ACADEMY PRIVATE LIMITED  ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,80200,"Community, personal & Social Services"
POETIC POTATO PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
CURENEST HEALTHCARE PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,51909,Trading
AAA GLOBAL EXPORT PRIVATE LIMITED  ,05/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,51909,Trading
OPPORTUNITIES CONSULTING SERVICES INDIA PRIVATE LIMITED ,05/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,74999,Business Services
SCOPEX APPS INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,73100,"Community, personal & Social Services"
SALT WATER LOGISTICS PRIVATE LIMITED  ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,63012,"Transport, storage and Communications"
EMERGING DEHATI PRODUCER COMPANY LIMITED  ,05/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
RAJSHREE ECO HOME PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
EDNAM SOLUTIONS PRIVATE LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,18209,Manufacturing (Textiles)
SPOT MY PLOT PRIVATE LIMITED  ,05/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,70103,Real Estate and Renting
AABVEDIK MATHS ACADEMY (OPC) PRIVATE LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,80900,"Community, personal & Social Services"
JODHANA FOUNDATION  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,80221,"Community, personal & Social Services"
ESTILO TECHNO WORKS PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,29304,Manufacturing (Machinery & Equipments)
BIGCHANCE HEALTH CARE FOUNDATION  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
BBT INSECTICIDES INDIA PRIVATE LIMITED  ,05/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,24299,"Manufacturing (Metals & Chemicals, and products thereof)"
MAMIDI TULASI RAM INDUSTRIES PRIVATE LIMITED ,05/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,26999,"Manufacturing (Metals & Chemicals, and products thereof)"
VAYU NATURE INDUSTRIES PRIVATE LIMITED  ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,51909,Trading
SORAON PRODUCER COMPANY LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
BASIC EDUCATION FOUNDATION  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,80102,"Community, personal & Social Services"
MADHAV PAPER AND BOARDS PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,21090,"Manufacturing (Paper & Paper products, Publishing, printingand reproduction of recorded media)"
GROW WISE CAPITAL PRIVATE LIMITED  ,05/04/21,Apr-21,Chattisgarh,RoC-Chhattisgarh,Company limited by Shares,Private,Non-govt company,67100,Finance
ANNAMAYYA INFOTAINMENT STUDIOS PRIVATE LIMITED ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,92490,"Community, personal & Social Services"
BACHAT GARAGE ADVISORY SERVICES PRIVATE LIMITED ,05/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,74999,Business Services
FSALTERNATIVE SOLUTIONS INDIA PRIVATE LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
MERADA TECHNOLOGY PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
MUKUNDRA FOUNDATION  ,05/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
ENTAIL MECHSOL PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,51909,Trading
SARVAYA ORGANICS PRIVATE LIMITED  ,05/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,51909,Trading
DRDHASYU PRIVATE LIMITED  ,05/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,25209,"Manufacturing (Metals & Chemicals, and products thereof)"
RAM RAJ WELFARE FOUNDATION  ,05/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
ABSOLUTELY YUMMY PRIVATE LIMITED  ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,55209,Trading
SERENDIPITY PHARMACEUTICALS PRIVATE LIMITED ,05/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,51909,Trading
COUNTRY BOOK (OPC) PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
S N S SAMAJAM NIDHI LIMITED  ,05/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Public,Non-govt company,65929,Finance
AVON AUTOCOMP PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,34102,Manufacturing (Machinery & Equipments)
SHIVBHANU HEALTHCARE INDIA PRIVATE LIMITED ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,24239,"Manufacturing (Metals & Chemicals, and products thereof)"
NIVERA PHARMACEUTICALS PRIVATE LIMITED  ,05/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,24299,"Manufacturing (Metals & Chemicals, and products thereof)"
VIZTHA BUILDERS AND DEVELOPERS PRIVATE LIMITED ,05/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,45309,Construction
DWARAKA PALM OILFED PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
BIJAURA MAHILA PRODUCER COMPANY LIMITED  ,05/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
DRASTI ORGANIC PRIVATE LIMITED  ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,51909,Trading
CYBERAVUSTAA TECHNOLOGIES PRIVATE LIMITED ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
PANCHUPANDAB FARMERS PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
SHRIKOTHESHWAR AGRO PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
WEFTLIN PRIVATE LIMITED  ,05/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,18109,Manufacturing (Textiles)
TINY MIRACLESFOUNDATION INDIA  ,05/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company Limited by Guarantee,Private,Non-govt company,85300,"Community, personal & Social Services"
STAR BETA PHARMACEUTICALS PRIVATE LIMITED ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,85100,"Community, personal & Social Services"
AGILE ICO PRIVATE LIMITED  ,05/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,74999,Business Services
ASHOK RADHA CHAUDHARY EDUCATION & WELFARE FOUNDATION ,05/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,80900,"Community, personal & Social Services"
PUSHPACONNECTKAR PRIVATE LIMITED  ,05/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
SEVAN SEHYOG NIDHI LIMITED  ,05/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Public,Non-govt company,65900,Finance
AFRIQUE HEALTHCARE PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,51909,Trading
